"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2013","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2012","2.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2011","2.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2010","1.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2009","1.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2008","1.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2007","1.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2006","1.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2005","1.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2004","1.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2003","1.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2002","1.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2001","1.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","2000","0.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1999","0.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1998","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1997","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1996","0.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1995","0.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1994","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1993","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1992","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1991","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1990","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1989","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1988","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1987","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1986","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1985","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1984","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1983","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1982","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1981","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1980","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1979","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1978","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1977","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1976","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sri Lanka","LKA","1975","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2016","15.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2015","14.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2014","14.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2013","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2012","13.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2011","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2010","12.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2009","11.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2008","11.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2007","10.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2006","10.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2005","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2004","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2003","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2002","8.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2001","8.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","2000","8.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1999","7.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1998","7.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1997","7.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1996","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1995","6.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1994","6.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1993","6.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1992","5.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1991","5.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1990","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1989","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1988","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1987","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1986","4.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1985","4.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1984","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1983","4.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1982","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1981","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1980","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1979","3.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1978","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1977","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1976","2.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Kitts and Nevis","KNA","1975","2.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2016","12.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2015","11.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2014","11.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2013","10.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2012","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2011","9.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2010","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2009","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2008","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2007","8.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2006","8.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2005","8.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2004","7.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2003","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2002","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2001","7.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","2000","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1999","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1998","6.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1997","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1996","5.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1995","5.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1994","5.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1993","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1992","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1991","4.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1990","4.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1989","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1988","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1987","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1986","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1985","3.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1984","3.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1983","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1982","2.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1981","2.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1980","2.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1979","2.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1978","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1977","2.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1976","2.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Lucia","LCA","1975","2.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2016","16.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2015","15.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2014","15.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2013","14.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2012","14.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2011","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2010","13.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2009","12.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2008","12.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2007","11.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2006","11.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2005","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2004","10.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2003","9.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2002","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2001","8.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","2000","8.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1999","8.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1998","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1997","7.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1996","7.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1995","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1994","6.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1993","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1992","5.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1991","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1990","5.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1989","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1988","4.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1987","4.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1986","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1985","3.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1984","3.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1983","3.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1982","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1981","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1980","2.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1979","2.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1978","2.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1977","2.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1976","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","St. Vincent and the Grenadines","VCT","1975","2.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2016","18.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2015","18.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2014","17.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2013","17.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2012","16.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2011","16.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2010","16.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2009","15.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2008","15.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2007","14.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2006","14.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2005","13.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2004","13.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2003","12.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2002","12.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2001","12.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","2000","11.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1999","11.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1998","10.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1997","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1996","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1995","9.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1994","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1993","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1992","8.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1991","8.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1990","8.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1989","7.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1988","7.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1987","7.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1986","7.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1985","6.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1984","6.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1983","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1982","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1981","5.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1980","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1979","4.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1978","4.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1977","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1976","3.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Suriname","SUR","1975","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2016","23.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2015","22.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2014","22.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2013","21.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2012","20.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2011","20.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2010","19.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2009","19.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2008","18.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2007","18.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Sweden","SWE","2006","17.900","male"
